image_ids,grapheme_root,vowel_diacritics,consonant_diacritics
বসিরহাট_026,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_027,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_028,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_029,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_030,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_031,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_032,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_033,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_034,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_035,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_036,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_037,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_038,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_039,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_040,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_041,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_042,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_043,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_044,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_045,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_046,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_047,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_048,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_049,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_050,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_051,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_052,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_053,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_054,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_055,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_056,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_057,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_058,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_059,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_060,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_061,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_062,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_063,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_064,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_065,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_066,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_067,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_068,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_069,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_070,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_071,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_072,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_073,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_074,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_075,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_076,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_077,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_078,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_079,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_080,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_081,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_082,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_083,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_084,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_085,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_086,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_087,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_088,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_089,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_090,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_091,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_092,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_093,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_094,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_095,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_096,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_097,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_098,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_099,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বসিরহাট_100,"[117, 157, 133, 169, 63]","[0, 2, 0, 1, 0]","[0, 0, 0, 0, 0]"
বহরমপুর_001,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_002,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_003,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_004,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_005,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_006,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_007,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_008,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_009,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_010,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_011,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_012,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_013,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_014,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_015,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_016,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_017,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_018,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_019,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_020,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_021,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_022,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_023,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_024,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_025,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_026,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_027,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_028,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_029,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_030,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_031,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_032,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_033,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_034,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_035,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_036,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_037,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_038,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_039,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_040,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_041,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_042,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_043,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_044,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_045,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_046,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_047,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_048,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_049,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_050,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_051,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_052,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_053,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_054,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_055,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_056,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_057,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_058,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_059,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_060,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_061,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_062,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_063,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_064,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_065,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_066,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_067,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_068,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_069,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_070,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_071,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_072,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_073,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_074,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_075,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_076,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_077,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_078,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_079,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_080,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_081,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_082,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_083,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_084,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_085,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_086,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_087,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_088,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_089,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_090,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_091,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_092,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_093,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_094,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_095,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_096,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_097,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_098,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_099,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বহরমপুর_100,"[117, 169, 133, 125, 106, 133]","[0, 0, 0, 0, 4, 0]","[0, 0, 0, 0, 0, 0]"
বাঁকুড়া_001,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_002,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_003,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_004,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_005,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_006,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_007,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_008,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_009,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_010,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_011,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_012,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_013,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_014,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_015,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_016,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_017,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_018,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_019,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_020,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_021,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_022,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_023,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_024,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_025,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_026,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_027,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_028,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_029,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_030,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_031,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_032,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_033,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_034,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_035,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_036,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_037,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_038,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_039,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_040,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_041,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_042,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_043,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_044,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_045,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_046,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_047,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_048,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_049,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_050,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_051,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_052,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_053,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_054,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_055,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_056,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_057,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
বাঁকুড়া_058,"[117, 23, 175]","[1, 4, 1]","[0, 0, 0]"
